element,id,contact:website,light_rail,name,network,network:short,official_name,operator,public_transport,railway,railway:ref,railway:station_category,station,uic_ref,wheelchair,wikidata,wikipedia,contact:phone,departures_board,departures_board:speech_output,description,ref,network:wikidata,train,uic_name,loc_name,note,start_date,toilets:wheelchair,subway,image,source,line,atm,atm:operator,operator:short,operator:wikidata,check_date:wheelchair,level,internet_access,surveillance,internet_access:fee,railway:ref:parent,addr:city,addr:housenumber,addr:postcode,addr:street,ref:station,source:address,phone,website,wikimedia_commons,surveillance:type,name:VBB,wheelchair:description,wheelchair:source,old_name,url,not:network:wikidata,layer,site,short_name,alt_name,postal_code,usage,name:ja,platforms,note:old_name,fixme,heritage,heritage:operator,lda:criteria,ref:lda,description:ar,description:de,description:en,description:es,description:fr,description:ja,description:nl,description:ru,iata,name:be,name:de,name:el,name:en,name:es,name:fr,name:hu,name:it,name:nl,tactile_paving,old_name:1958-05-31--1961,old_name:1961--1974-11,old_name:1974-11--2003-01-06,location,description:old_name,source:old_name,internet_access:ssid,shelter,name:ko,name:ru,ref_name,geometry
node,3876349058,,,Frankfurter Tor,,,,,station,station,,,subway,,yes,Q568627,de:U-Bahnhof Frankfurter Tor,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4539745 52.515818)
node,3876481637,,,Schlesisches Tor,,,,,station,station,,,subway,,yes,Q602282,de:U-Bahnhof Schlesisches Tor,,,,,,,,,,,,,yes,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4414625 52.5008341)
node,3876909305,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/westhafen/158,yes,Westhafen,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Westhafen (S-Bahn),DB Netz AG,station,station,BWH,4,light_rail,8089116,no,Q465972,de:Bahnhof Berlin Westhafen,+49 30 297 43333,,,,,Q315451,yes,Berlin Westhafen,,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,Category:Bahnhof Berlin Westhafen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3444152 52.5362768)
node,3876909306,,,Westhafen,,,,,station,station,,,subway,,yes,Q465972,de:Bahnhof Berlin Westhafen,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3425741 52.536735)
node,3881590700,,,Prinzenstraße,,,,,station,station,,,subway,,limited,Q689797,de:U-Bahnhof Prinzenstraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Aufzug nur in Richtung Warschauer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.40591 52.4983972)
node,3884823930,,,Alt-Mariendorf,,,,,station,station,,,subway,,no,Q262168,de:U-Bahnhof Alt-Mariendorf,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3875138 52.4396754)
node,3887567777,,,Platz der Luftbrücke,,,,Berliner Verkehrbetriebe,station,station,,,subway,,no,Q553146,de:U-Bahnhof Platz der Luftbrücke,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historischer Bahnhofsname 1926-1937,Schriftzug innerhalb der Fliesen der Tunnelwand des Bahnhof;abgedeckt durch Plexiglass o.ä.;Abdeckung trägt die in description hinterlegten Angaben,,,,,,POINT (13.3859508 52.4860843)
node,3894910680,,,Paracelsus-Bad,,,,,station,station,,,subway,,yes,Q557562,de:U-Bahnhof Paracelsus-Bad,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.348511 52.5742433)
node,3895051317,,,Residenzstraße,,,,,station,station,,,subway,,no,Q557513,de:U-Bahnhof Residenzstraße,,,,,,,,,,,,,yes,,,,yes,Bankhaus Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3604739 52.5711895)
node,3895235324,,,Franz-Neumann-Platz,,,,,station,station,,,subway,,no,Q555992,de:U-Bahnhof Franz-Neumann-Platz,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3639236 52.5645392)
node,3896342607,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/wollankstrasse/165,yes,Wollankstraße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Wollankstraße,DB Netz AG,station,station,BWOK,4,light_rail,8089048,yes,Q800515,de:Bahnhof Berlin Wollankstraße,+49 30 297 43333,realtime,no,S Wollankstraße,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,"11.05.2018: Aufzug defekt, kein Reparaturtermin",,Pankow Nordbahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3923627 52.5651525)
node,3896661775,,,Vinetastraße,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q570906,de:U-Bahnhof Vinetastraße,,,,,,Q315451,,,,,,,yes,,,,,,BVG,Q99633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.413278 52.5593248)
node,3898068655,,,Kaiserin-Augusta-Straße,,,,,station,station,,,subway,,yes,Q559226,de:U-Bahnhof Kaiserin-Augusta-Straße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3846346 52.4599764)
node,3898404805,,,Westphalweg,,,,,station,station,,,subway,,no,Q554481,de:U-Bahnhof Westphalweg,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3856905 52.4462674)
node,3900136339,,,Kottbusser Tor,,,,,station,station,,,subway,,yes,Q819768,de:U-Bahnhof Kottbusser Tor,,,,,,,,,,,,no,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,-2,,,,,,コットブッサートーア,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4183107 52.4989853)
node,3900580952,,,Sophie-Charlotte-Platz,,,,,station,station,,,subway,,yes,Q657879,de:U-Bahnhof Sophie-Charlotte-Platz,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2963306 52.5109137)
node,3901824902,,,Nollendorfplatz,,,,,station,station,,,subway,,yes,Q571039,de:U-Bahnhof Nollendorfplatz,,,,,,,,,,,,no,yes,,,,,,,,,,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3537297 52.4995972)
node,3904674211,,,Spittelmarkt,,,,,station,station,,,subway,,yes,Q569489,de:U-Bahnhof Spittelmarkt,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4041155 52.5112959)
node,3906622702,,,Kurfürstenstraße,,,,,station,station,,,subway,,no,Q690203,de:U-Bahnhof Kurfürstenstraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3619411 52.4999599)
node,3906729688,,,Schwartzkopffstraße,,,,,station,station,,,subway,,yes,Q554360,de:U-Bahnhof Schwartzkopffstraße,,realtime,no,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,Fahrstuhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.377318 52.5351574)
node,3908141014,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/alexanderplatz/26,yes,Alexanderplatz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Alexanderplatz S-Bahn,DB Netz AG,station,station,BALX,3,light_rail,8089001,yes,Q698497,de:Bahnhof Berlin Alexanderplatz,,,,,,,,,,,,yes,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4112804 52.5215661)
node,3916325095,,,Senefelderplatz,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,no,Q32661454,de:U-Bahnhof Senefelderplatz,,,,,,Q315451,yes,,,,,,yes,,,,,,BVG,Q99633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4126861 52.5323899)
node,3918542874,,,Konstanzer Straße,,,,,station,station,,,subway,,no,Q571019,de:U-Bahnhof Konstanzer Straße,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3090745 52.4945315)
node,3918711741,,,Karl-Marx-Straße,,,,,station,station,,,subway,,yes,Q519494,de:U-Bahnhof Karl-Marx-Straße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4393375 52.4762696)
node,3928759793,,,Oranienburger Tor,,,,,station,station,,,subway,,yes,Q571485,de:U-Bahnhof Oranienburger Tor,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3873583 52.5255998)
node,3931919580,,,Adenauerplatz,,,,,station,station,,,subway,,yes,Q570939,de:U-Bahnhof Adenauerplatz,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3073226 52.5000028)
node,3933477396,,,Cottbusser Platz,,,,,station,station,,,subway,,yes,Q557547,de:U-Bahnhof Cottbusser Platz,,,,,,,,,,,,no,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5964015 52.5338331)
node,3933477399,,,Kaulsdorf-Nord,,,,,station,station,,,subway,,yes,Q553140,de:U-Bahnhof Kaulsdorf-Nord,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,Albert-Norden-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5889176 52.5211535)
node,3933477401,,,Magdalenenstraße,,,,,station,station,,,subway,,yes,Q473901,de:U-Bahnhof Magdalenenstraße,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BVG Wi-Fi,,,,,POINT (13.4870792 52.5124541)
node,3933477404,,,Kienberg (Gärten der Welt),,,,,station,station,,,subway,,yes,Q556003,de:U-Bahnhof Neue Grottkauer Straße,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,U Neue Grottkauer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5906369 52.5286152)
node,3933566460,,,Nauener Platz,,,,,station,station,,,subway,,yes,Q555986,de:U-Bahnhof Nauener Platz,,,,,,,,,,,,,yes,,,U9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3671696 52.5514056)
node,3933855820,,,Mendelssohn-Bartholdy-Park,,,,,station,station,,,subway,,yes,Q658405,de:U-Bahnhof Mendelssohn-Bartholdy-Park,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3748605 52.503724)
node,3933855823,,,Möckernbrücke,,,,,station,station,,,subway,,no,Q704716,de:U-Bahnhof Möckernbrücke,,,,,,,,,U Möckernbrücke,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.383123 52.4986927)
node,3933855829,,,Pankstraße,,,,,station,station,,,subway,,no,Q571380,de:U-Bahnhof Pankstraße,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3814583 52.5522617)
node,3935369912,,,Samariterstraße,,,,,station,station,,,subway,,yes,Q552891,de:U-Bahnhof Samariterstraße,,,,,,,,,,,,no,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4644405 52.5147399)
node,3935470812,,,Hönow,,,,,station,station,,,subway,,yes,Q550317,de:U-Bahnhof Hönow,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.633123 52.5384335)
node,3936632576,,,Ahrensfelde,Verkehrsverbund Berlin-Brandenburg,,,DB Netz AG;DB Station&Service AG,station,station,BAHR,4,,8011003,yes,Q800363,de:Bahnhof Ahrensfelde,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5653023 52.5714452)
node,3936632939,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/ahrensfelde/25,yes,Ahrensfelde,Verkehrsverbund Berlin-Brandenburg,VBB,Ahrensfelde S-Bahn,DB Station&Service AG,station,station,BAF,4,light_rail,8011003,yes,Q800363,de:Bahnhof Ahrensfelde,+49 30 297 43333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5656581 52.5713397)
node,3946122064,,,Bülowstraße,,,,,station,station,,,subway,,yes,Q374881,de:U-Bahnhof Bülowstraße,,,,,,,,,,http://www.bvg.de/de/Fahrinfo/Verkehrsmeldungen/Verkehrsmeldung-Detail?id=6898,,,yes,,,,,,,,,,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3632209 52.4975858)
node,3947836158,,,Hausvogteiplatz,,,,,station,station,,,subway,,no,Q656523,de:U-Bahnhof Hausvogteiplatz,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.395591 52.5133502)
node,3948690912,,,Alt-Tempelhof,,,,,station,station,,,subway,,no,Q559212,de:U-Bahnhof Alt-Tempelhof,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3856299 52.4655217)
node,3948690916,,,Ullsteinstraße,,,,,station,station,,,subway,,yes,Q637870,de:U-Bahnhof Ullsteinstraße,,realtime,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3844659 52.4537449)
node,3949521962,,,Mehringdamm,,,,,station,station,,,subway,,yes,Q657905,de:U-Bahnhof Mehringdamm,,,,,,,,,,,,,yes,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3886168 52.4941308)
node,3949521963,,,Paradestraße,,,,,station,station,,,subway,,yes,Q557543,de:U-Bahnhof Paradestraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3862561 52.4780189)
node,3950105985,,,Lichtenberg,,,,,station,station,,,subway,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,-2,yes,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BVG Wi-Fi,,,,,POINT (13.4986022 52.5111151)
node,3955368088,,,Onkel Toms Hütte,,,,,station,station,,,subway,,yes,Q389214,de:U-Bahnhof Onkel Toms Hütte,,realtime,no,,,,,,,,,,yes,,,,,,,,,,wlan,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2530752 52.4498912)
node,3955368093,,,Oskar-Helene-Heim,,,,,station,station,,,subway,,yes,Q681336,de:U-Bahnhof Oskar-Helene-Heim,,realtime,no,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2690711 52.4503608)
node,3955368095,,,Freie Universität (Thielplatz),,,,,station,station,,,subway,,yes,Q571331,de:U-Bahnhof Thielplatz,,,,,,,,,,,,,yes,,,,,,,,2022-11-06,,,,,,,,,,,,,,,,,,,U Thielplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.281744 52.4510388)
node,3957757603,,,Uhlandstraße,,,,,station,station,,,subway,,no,Q568224,de:U-Bahnhof Uhlandstraße (Berlin),,,,,,,,,,,1913-10-12,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3266968 52.5028118)
node,3957757604,,,Wittenbergplatz,,,,,station,station,,,subway,,limited,Q692727,de:U-Bahnhof Wittenbergplatz,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3430005 52.5017976)
node,3957897529,,,Hansaplatz,,,,,station,station,,,subway,,yes,Q287552,de:U-Bahnhof Hansaplatz,,,,,,,,,,,,no,yes,,,U9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3420365 52.518008)
node,3959201657,,,Birkenstraße,,,,,station,station,,,subway,,yes,Q555998,de:U-Bahnhof Birkenstraße,,,,,,,,,,,,no,yes,,,U9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3413533 52.5323818)
node,3959389239,,,Blaschkoallee,,,,,station,station,,,subway,,yes,Q666911,de:U-Bahnhof Blaschkoallee,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4492022 52.4520801)
node,3959653399,,,Blissestraße,,,,,station,station,,,subway,,no,Q571397,de:U-Bahnhof Blissestraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3205449 52.4864895)
node,3959895235,,,Breitenbachplatz,,,,,station,station,,,subway,,yes,Q571339,de:U-Bahnhof Breitenbachplatz,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3088711 52.4670266)
node,3961281931,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/zehlendorf/6,yes,Zehlendorf,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Zehlendorf,DB Station&Service AG,station,station,BZD,4,light_rail,8089098,yes,Q737962,de:Bahnhof Berlin-Zehlendorf,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2585888 52.4310735)
node,3983548303,,,Osloer Straße,,,,,station,station,,,subway,,yes,Q662217,de:U-Bahnhof Osloer Straße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3732715 52.5571597)
node,3995738144,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichtenberg/97,yes,Lichtenberg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichtenberg S-Bahn,DB Netz AG,station,station,BLI,2,light_rail,8010036,yes,Q634247,de:Bahnhof Berlin-Lichtenberg,,realtime,no,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4978129 52.5102343)
node,4011129259,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichterfelde-sued/21,yes,Lichterfelde Süd,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichterfelde Süd,DB Netz AG,station,station,BLIS,5,light_rail,8089472,yes,Q800482,de:Bahnhof Berlin-Lichterfelde Süd,+49 30 297 43333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3085527 52.4099669)
node,4011336129,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/suedende/148,yes,Südende,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Südende,DB Netz AG,station,station,BSDE,5,light_rail,8089115,yes,Q800511,de:Bahnhof Berlin-Südende,+49 30 297 43333,,,,,,,,,,,no,,,,,,,,,,,,,,BPRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3537492 52.448279)
node,4012502919,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/rahnsdorf/127,yes,Rahnsdorf,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Rahnsdorf,DB Netz AG,station,station,BRD,5,light_rail,8089082,yes,Q800489,de:Bahnhof Berlin-Rahnsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.6899776 52.4516372)
node,4012713682,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/priesterweg/126,yes,Priesterweg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Priesterweg,DB Netz AG,station,station,BPRS,4,light_rail,8089034,yes,Q800508,de:Bahnhof Berlin Priesterweg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.356253 52.4599231)
node,4027945653,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/buch/46,yes,Buch,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Buch,DB Netz AG,station,station,BBU,4,light_rail,8089057,yes,Q4892359,de:Bahnhof Berlin-Buch,+49 30 297 43333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4916378 52.6358345)
node,4071360788,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/springpfuhl/141,yes,Springpfuhl,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Springpfuhl,DB Netz AG,station,station,BSPH,4,light_rail,8089040,yes,Q320263,de:Bahnhof Berlin Springpfuhl,+49 30 297 43333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,POINT (13.5365518 52.52704)
