element,id,contact:website,light_rail,name,network,network:short,official_name,operator,public_transport,railway,railway:ref,railway:station_category,station,uic_ref,wheelchair,wikidata,wikipedia,geometry
node,2808272930,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/schoeneberg/13,yes,Schöneberg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Schöneberg (Vorortbahn),DB Netz AG;DB Station&Service AG,station,station,BSGV,4.0,light_rail,8089474.0,no,Q543855,de:Bahnhof Berlin-Schöneberg,POINT (13.3519181 52.4793491)
node,2837556546,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/ostbahnhof/115,yes,Ostbahnhof,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Ostbahnhof S-Bahn,DB Station&Service AG,station,station,BOSB,1.0,light_rail,8010255.0,limited,Q683239,de:Berlin Ostbahnhof,POINT (13.4351709 52.5107448)
node,2909563126,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/blankenburg/42,yes,Blankenburg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Blankenburg S-Bahn,DB Netz AG,station,station,BBLB,4.0,light_rail,8089056.0,yes,Q800469,de:Bahnhof Berlin-Blankenburg,POINT (13.4434822 52.5914655)
node,2924245392,Unknown,,Wedding,,,,,station,station,,,subway,,yes,Q638604,de:Bahnhof Berlin-Wedding,POINT (13.3650375 52.5430625)
node,2974219763,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/stresow/177,yes,Stresow,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Stresow,DB Netz AG,station,station,BSRW,5.0,light_rail,8089053.0,yes,Q800491,de:Bahnhof Berlin-Stresow,POINT (13.2093454 52.5319419)
node,3092283379,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/frohnau/60,yes,Frohnau,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Frohnau,DB Netz AG,station,station,BFOH,4.0,light_rail,8089061.0,yes,Q800472,de:Bahnhof Berlin-Frohnau,POINT (13.2902205 52.632409)
node,3092447211,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/waidmannslust/154,yes,Waidmannslust,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Waidmannslust,DB Netz AG,station,station,BWAI,4.0,light_rail,8089092.0,yes,Q800492,de:Bahnhof Berlin-Waidmannslust,POINT (13.321194 52.6062718)
node,3101920259,Unknown,,Berlin-Spandau,,,,DB Netz AG,station,station,BSPD,2.0,,8010404.0,yes,Q654980,de:Bahnhof Berlin-Spandau,POINT (13.1956287 52.5347694)
node,3154117524,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/schoenholz/136,yes,Schönholz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Schönholz S-Bahn,DB Netz AG,station,station,BSNH,4.0,light_rail,8089087.0,yes,Q800490,de:Bahnhof Berlin-Schönholz,POINT (13.3809904 52.5715004)
node,3234856203,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/attilastrasse/29,yes,Attilastraße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Attilastraße,DB Netz AG,station,station,BATS,5.0,light_rail,8089003.0,yes,Q800497,de:Bahnhof Berlin Attilastraße,POINT (13.3607503 52.4480308)
node,3352091173,Unknown,,Stadtmitte,,,,,station,station,,,subway,,yes,Q660066,de:U-Bahnhof Stadtmitte,POINT (13.3896554 52.5120808)
node,3419894993,Unknown,,Berlin Ostbahnhof,DBUS,,,DB Station&Service AG,station,station,BHF,1.0,,8010255.0,yes,Q683239,de:Berlin Ostbahnhof,POINT (13.4349112 52.5103817)
node,3508654676,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/altglienicke/28,yes,Altglienicke,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Altglienicke,DB Netz AG,station,station,BAGL,5.0,light_rail,8089054.0,yes,Q4736651,de:Bahnhof Berlin-Altglienicke,POINT (13.5582554 52.4069533)
node,3508654679,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/gruenau/65,yes,Grünau,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Grünau S-Bahn,DB Netz AG;DB Station&Service AG,station,station,BGAS,4.0,light_rail,8089063.0,yes,Q324777,de:Bahnhof Berlin-Grünau,POINT (13.5736378 52.4128789)
node,3508654680,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/schoeneweide/133,yes,Schöneweide,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Schöneweide S-Bahn,DB Netz AG,station,station,BSW,3.0,light_rail,8089168.0,yes,Q540899,de:Bahnhof Berlin-Schöneweide,POINT (13.5097653 52.4549058)
node,3515302610,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/baumschulenweg/174,yes,Baumschulenweg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Baumschulenweg S-Bahn,DB Station&Service AG,station,station,BBMW,4.0,light_rail,8089004.0,yes,Q324336,de:Bahnhof Berlin-Baumschulenweg,POINT (13.4898621 52.4674002)
node,3515302614,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/neukoelln/172,yes,Neukölln,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Neukölln S-Bahn,DB Station&Service AG,station,station,BNK,4.0,light_rail,8089077.0,yes,Q569905,de:Bahnhof Berlin-Neukölln,POINT (13.4437571 52.4695134)
node,3540720029,Unknown,,Berlin-Schöneweide,Verkehrsverbund Berlin-Brandenburg,VBB,,DB Netz AG,station,station,BSWP,3.0,,8010041.0,yes,Q540899,de:Bahnhof Berlin-Schöneweide,POINT (13.5092508 52.4548738)
node,3658970189,Unknown,yes,Warschauer Straße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Warschauer Straße,DB Netz AG;DB Station&Service AG,station,station,BWRS,4.0,light_rail,8089045.0,yes,Q664036,de:Bahnhof Berlin Warschauer Straße,POINT (13.4501205 52.5063685)
node,3659830181,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/greifswalder-strasse/63,yes,Greifswalder Straße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Greifswalder Straße S-Bahn,DB Netz AG,station,station,BGSF,4.0,light_rail,8089011.0,yes,Q439246,de:Bahnhof Berlin Greifswalder Straße,POINT (13.4389887 52.5402462)
node,3772787174,Unknown,,Seestraße,,,,,station,station,,,subway,,no,Q554391,de:U-Bahnhof Seestraße,POINT (13.3531176 52.5498029)
node,3772836700,Unknown,,Leopoldplatz,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q1960809,de:U-Bahnhof Leopoldplatz,POINT (13.3591672 52.5463833)
node,3778075167,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/hermannstrasse/173,yes,Hermannstraße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Hermannstraße,DB Netz AG;DB Station&Service AG,station,station,BHER,4.0,light_rail,8089105.0,yes,Q1421962,de:Bahnhof Berlin Hermannstraße,POINT (13.4312408 52.4676341)
node,3779421874,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/bundesplatz/48,yes,Bundesplatz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Bundesplatz,DB Netz AG;DB Station&Service AG,station,station,BBUP,4.0,light_rail,8089107.0,yes,Q464094,de:Bahnhof Berlin Bundesplatz,POINT (13.3295474 52.477658)
node,3799307108,Unknown,,Frankfurter Allee,,,,,station,station,,,subway,,yes,Q552872,de:Bahnhof Berlin Frankfurter Allee,POINT (13.4754364 52.5136227)
node,3808290434,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/charlottenburg/49,yes,Charlottenburg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Charlottenburg S-Bahn,DB Netz AG,station,station,BCHS,3.0,light_rail,8010403.0,yes,Q702596,de:Bahnhof Berlin-Charlottenburg,POINT (13.3045162 52.5050484)
node,3820796396,Unknown,,Naturkundemuseum,,,,,station,station,,,subway,,yes,Q554399,de:U-Bahnhof Naturkundemuseum,POINT (13.3821605 52.5312724)
node,3842232853,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/schichauweg/132,yes,Schichauweg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Schichauweg,DB Netz AG,station,station,BSC,5.0,light_rail,8089038.0,yes,Q3672596,de:Bahnhof Berlin Schichauweg,POINT (13.3894102 52.3985451)
node,3844356478,Unknown,,Voltastraße,,,,,station,station,,,subway,,yes,Q663308,de:U-Bahnhof Voltastraße,POINT (13.392876 52.5422898)
node,3844467019,Unknown,,Moritzplatz,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,730889.0,no,Q374225,de:U-Bahnhof Moritzplatz,POINT (13.4107479 52.5036623)
node,3844501316,Unknown,,Schönleinstraße,,,,,station,station,,,subway,,no,Q666868,de:U-Bahnhof Schönleinstraße,POINT (13.4220572 52.4930552)
node,3846358177,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichterfelde-ost/99,yes,Lichterfelde Ost,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichterfelde Ost (S-Bahn),DB Netz AG,station,station,BLIO,3.0,light_rail,8089113.0,yes,Q469743,de:Bahnhof Berlin-Lichterfelde Ost,POINT (13.3280815 52.4298633)
node,3846415853,Unknown,,Boddinstraße,,,,,station,station,,,subway,,yes,Q819495,de:U-Bahnhof Boddinstraße,POINT (13.425281 52.4801685)
node,3846471665,Unknown,,Leinestraße,,,,,station,station,,,subway,,yes,Q668563,de:U-Bahnhof Leinestraße,POINT (13.4283545 52.4729787)
node,3846589198,Unknown,,Strausberger Platz,,,,,station,station,,,subway,,yes,Q570999,de:U-Bahnhof Strausberger Platz,POINT (13.4315264 52.5180981)
node,3846748389,Unknown,,Dahlem-Dorf,,,,,station,station,,,subway,,yes,Q668585,de:U-Bahnhof Dahlem-Dorf,POINT (13.2897049 52.4574096)
node,3846755695,Unknown,,Weberwiese,,,,,station,station,,,subway,,yes,Q551768,de:U-Bahnhof Weberwiese,POINT (13.4447135 52.5167465)
node,3851450060,Unknown,,Grenzallee,,,,,station,station,,,subway,,yes,Q571836,de:U-Bahnhof Grenzallee,POINT (13.4447716 52.4628825)
node,3854167532,Unknown,,Rehberge,,,,,station,station,,,subway,,yes,Q253850,de:U-Bahnhof Rehberge,POINT (13.3409843 52.5566893)
node,3854590993,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/anhalter-bahnhof/15,yes,S Anhalter Bahnhof,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Anhalter Bf,DB Netz AG,station,station,BAHU,3.0,light_rail,8089002.0,yes,Q695244,de:Berlin Anhalter Bahnhof,POINT (13.3814763 52.5035788)
node,3854590996,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/potsdamer-platz/124,yes,Potsdamer Platz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Potsdamer Platz (S-Bahn),DB Netz AG,station,station,BPOP,2.0,light_rail,8089032.0,limited,Q672579,de:Bahnhof Berlin Potsdamer Platz,POINT (13.3766399 52.5094035)
node,3854590997,Unknown,,Hallesches Tor,,,,,station,station,,,subway,,yes,Q658302,de:U-Bahnhof Hallesches Tor,POINT (13.3906496 52.4977596)
node,3854591000,Unknown,,U Potsdamer Platz,,,,,station,station,,,subway,,yes,Q3909578,,POINT (13.3782147 52.5091586)
node,3856100103,Unknown,,Berlin Hauptbahnhof,DBUS,,Berlin Hauptbahnhof-Lehrter Bf (Stadtb),DB InfraGO AG,station,station,BLS,1.0,,8011160.0,yes,Q1097,de:Berlin Hauptbahnhof,POINT (13.3696614 52.5249451)
node,3856100108,Unknown,,Hauptbahnhof,,,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,,,POINT (13.3701242 52.5252819)
node,3856551765,Unknown,,Britz-Süd,,,,,station,station,,,subway,,yes,Q571845,de:U-Bahnhof Britz-Süd,POINT (13.4481868 52.4377918)
node,3856551767,Unknown,,Johannisthaler Chaussee,,,,,station,station,,,subway,,yes,Q638553,de:U-Bahnhof Johannisthaler Chaussee,POINT (13.4533376 52.4293213)
node,3856551769,Unknown,,Lipschitzallee,,,,,station,station,,,subway,,yes,Q571467,de:U-Bahnhof Lipschitzallee,POINT (13.4626984 52.4246425)
node,3856551771,Unknown,,Rudow,,,,,station,station,,,subway,,yes,Q660024,de:U-Bahnhof Rudow,POINT (13.4953978 52.41617)
node,3856551777,Unknown,,Zwickauer Damm,,,,,station,station,,,subway,,yes,Q572096,de:U-Bahnhof Zwickauer Damm,POINT (13.4839403 52.4233803)
node,3858390219,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichtenrade/98,yes,Lichtenrade,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichtenrade,DB Netz AG,station,station,BLRD,5.0,light_rail,8089070.0,yes,Q6543354,de:Bahnhof Berlin-Lichtenrade,POINT (13.3964496 52.3869393)
node,3858579923,Unknown,,Afrikanische Straße,,,,,station,station,,,subway,,yes,Q559239,de:U-Bahnhof Afrikanische Straße,POINT (13.3346178 52.5602382)
node,3858818979,Unknown,,Kurt-Schumacher-Platz,,,,,station,station,,,subway,,yes,Q555916,de:U-Bahnhof Kurt-Schumacher-Platz,POINT (13.327129 52.5632274)
node,3858932763,Unknown,,Scharnweberstraße,,,,,station,station,,,subway,,yes,Q557586,de:U-Bahnhof Scharnweberstraße,POINT (13.3126219 52.5668172)
node,3859009452,Unknown,,Otisstraße,,,,,station,station,,,subway,,yes,Q557582,,POINT (13.3029254 52.5710338)
node,3859032226,Unknown,,Holzhauser Straße,,,,,station,station,,,subway,,no,Q557566,de:U-Bahnhof Holzhauser Straße,POINT (13.2961132 52.575692)
node,3862380796,Unknown,,Borsigwerke,,,,,station,station,,,subway,,no,Q525185,de:U-Bahnhof Borsigwerke,POINT (13.2905918 52.5818407)
node,3862767512,Unknown,,Brandenburger Tor,,,,,station,station,,,subway,,yes,Q477185,de:Bahnhof Berlin Brandenburger Tor,POINT (13.3809897 52.5166047)
node,3865616067,Unknown,,Neukölln,,,,,station,station,,,subway,,yes,Q21272767,de:Bahnhof Berlin-Neukölln,POINT (13.4418203 52.4685956)
node,3866864060,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/kaulsdorf/89,yes,Kaulsdorf,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Kaulsdorf S-Bahn,DB Netz AG,station,station,BKAD,4.0,light_rail,8089068.0,yes,Q800478,de:Bahnhof Berlin-Kaulsdorf,POINT (13.5901922 52.5121351)
node,3867910440,Unknown,,Weinmeisterstraße,,,,,station,station,,,subway,,no,Q661876,de:U-Bahnhof Weinmeisterstraße,POINT (13.4050194 52.5254666)
node,3869306763,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/friedrichstrasse/59,yes,S Friedrichstraße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Friedrichstraße (Stadtb) S-Bahn,DB Netz AG,station,station,BFST,2.0,light_rail,8011306.0,yes,Q702402,de:Bahnhof Berlin Friedrichstraße,POINT (13.3868236 52.5204967)
node,3869306768,Unknown,,U Friedrichstraße,,,,,station,station,,,subway,,yes,Q3753274,de:Bahnhof Berlin Friedrichstraße,POINT (13.3882862 52.5202635)
node,3870475231,Unknown,,Mohrenstraße,,,,,station,station,,,subway,,yes,Q658391,de:U-Bahnhof Mohrenstraße,POINT (13.3850915 52.5117915)
node,3870914569,Unknown,,Warschauer Straße,,,,,station,station,,,subway,,yes,Q664036,de:Bahnhof Berlin Warschauer Straße,POINT (13.4490065 52.505014)
node,3872477458,Unknown,,Krumme Lanke,,,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q663945,de:U-Bahnhof Krumme Lanke,POINT (13.2413921 52.4434481)
node,3872632789,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/landsberger-allee/93,yes,Landsberger Allee,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Landsberger Allee,DB InfraGO AG,station,station,BLST,4.0,light_rail,8089020.0,yes,Q800507,de:Bahnhof Berlin Landsberger Allee,POINT (13.4547803 52.529482)
node,3874806029,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/friedenau/12,yes,Friedenau,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Friedenau,DB Netz AG,station,station,BFRU,4.0,light_rail,8089058.0,yes,Q800471,de:Bahnhof Berlin-Friedenau,POINT (13.3415003 52.4707164)
node,3875882001,Unknown,,Görlitzer Bahnhof,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,no,Q597759,de:U-Bahnhof Görlitzer Bahnhof,POINT (13.4280355 52.4992628)
node,3876077784,Unknown,,Klosterstraße,,,,,station,station,,,subway,,yes,Q657893,de:U-Bahnhof Klosterstraße,POINT (13.4124323 52.5172347)
node,3876218098,Unknown,,Schillingstraße,,,,,station,station,,,subway,,yes,Q552899,de:U-Bahnhof Schillingstraße,POINT (13.4211125 52.52079)
node,3876349058,Unknown,,Frankfurter Tor,,,,,station,station,,,subway,,yes,Q568627,de:U-Bahnhof Frankfurter Tor,POINT (13.4539745 52.515818)
node,3876481637,Unknown,,Schlesisches Tor,,,,,station,station,,,subway,,yes,Q602282,de:U-Bahnhof Schlesisches Tor,POINT (13.4414625 52.5008341)
node,3876909305,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/westhafen/158,yes,Westhafen,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Westhafen (S-Bahn),DB Netz AG,station,station,BWH,4.0,light_rail,8089116.0,no,Q465972,de:Bahnhof Berlin Westhafen,POINT (13.3444152 52.5362768)
node,3876909306,Unknown,,Westhafen,,,,,station,station,,,subway,,yes,Q465972,de:Bahnhof Berlin Westhafen,POINT (13.3425741 52.536735)
node,3881590700,Unknown,,Prinzenstraße,,,,,station,station,,,subway,,limited,Q689797,de:U-Bahnhof Prinzenstraße,POINT (13.40591 52.4983972)
node,3884823930,Unknown,,Alt-Mariendorf,,,,,station,station,,,subway,,no,Q262168,de:U-Bahnhof Alt-Mariendorf,POINT (13.3875138 52.4396754)
node,3887567777,Unknown,,Platz der Luftbrücke,,,,Berliner Verkehrbetriebe,station,station,,,subway,,no,Q553146,de:U-Bahnhof Platz der Luftbrücke,POINT (13.3859508 52.4860843)
node,3894910680,Unknown,,Paracelsus-Bad,,,,,station,station,,,subway,,yes,Q557562,de:U-Bahnhof Paracelsus-Bad,POINT (13.348511 52.5742433)
node,3895051317,Unknown,,Residenzstraße,,,,,station,station,,,subway,,no,Q557513,de:U-Bahnhof Residenzstraße,POINT (13.3604739 52.5711895)
node,3895235324,Unknown,,Franz-Neumann-Platz,,,,,station,station,,,subway,,no,Q555992,de:U-Bahnhof Franz-Neumann-Platz,POINT (13.3639236 52.5645392)
node,3896342607,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/wollankstrasse/165,yes,Wollankstraße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Wollankstraße,DB Netz AG,station,station,BWOK,4.0,light_rail,8089048.0,yes,Q800515,de:Bahnhof Berlin Wollankstraße,POINT (13.3923627 52.5651525)
node,3896661775,Unknown,,Vinetastraße,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q570906,de:U-Bahnhof Vinetastraße,POINT (13.413278 52.5593248)
node,3898068655,Unknown,,Kaiserin-Augusta-Straße,,,,,station,station,,,subway,,yes,Q559226,de:U-Bahnhof Kaiserin-Augusta-Straße,POINT (13.3846346 52.4599764)
node,3898404805,Unknown,,Westphalweg,,,,,station,station,,,subway,,no,Q554481,de:U-Bahnhof Westphalweg,POINT (13.3856905 52.4462674)
node,3900136339,Unknown,,Kottbusser Tor,,,,,station,station,,,subway,,yes,Q819768,de:U-Bahnhof Kottbusser Tor,POINT (13.4183107 52.4989853)
node,3900580952,Unknown,,Sophie-Charlotte-Platz,,,,,station,station,,,subway,,yes,Q657879,de:U-Bahnhof Sophie-Charlotte-Platz,POINT (13.2963306 52.5109137)
node,3901824902,Unknown,,Nollendorfplatz,,,,,station,station,,,subway,,yes,Q571039,de:U-Bahnhof Nollendorfplatz,POINT (13.3537297 52.4995972)
node,3904674211,Unknown,,Spittelmarkt,,,,,station,station,,,subway,,yes,Q569489,de:U-Bahnhof Spittelmarkt,POINT (13.4041155 52.5112959)
node,3906622702,Unknown,,Kurfürstenstraße,,,,,station,station,,,subway,,no,Q690203,de:U-Bahnhof Kurfürstenstraße,POINT (13.3619411 52.4999599)
node,3906729688,Unknown,,Schwartzkopffstraße,,,,,station,station,,,subway,,yes,Q554360,de:U-Bahnhof Schwartzkopffstraße,POINT (13.377318 52.5351574)
node,3908141014,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/alexanderplatz/26,yes,Alexanderplatz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Alexanderplatz S-Bahn,DB Netz AG,station,station,BALX,3.0,light_rail,8089001.0,yes,Q698497,de:Bahnhof Berlin Alexanderplatz,POINT (13.4112804 52.5215661)
